,State,Price,Size,Price per sq.foot,Size in Yards,Price per sq.yards,Beds,Baths,Total Rooms,datesold,postcode,propertyType
30,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,8/24/2007 0:00,2904,house
31,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,8/28/2007 0:00,2906,house
32,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,8/28/2007 0:00,2902,house
33,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,8/30/2007 0:00,2905,house
34,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,8/31/2007 0:00,2611,house
35,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,9/6/2007 0:00,2611,house
36,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,9/11/2007 0:00,2904,house
37,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,9/18/2007 0:00,2602,house
38,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,9/20/2007 0:00,2604,house
39,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,9/21/2007 0:00,2603,house
40,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,9/22/2007 0:00,2607,house
41,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,10/2/2007 0:00,2611,house
42,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,10/12/2007 0:00,2905,house
43,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,10/12/2007 0:00,2614,house
44,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,10/15/2007 0:00,2615,house
45,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,10/19/2007 0:00,2905,house
46,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,10/24/2007 0:00,2602,house
47,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,11/5/2007 0:00,2611,house
48,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,11/7/2007 0:00,2615,house
49,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,11/8/2007 0:00,2905,house
50,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,11/12/2007 0:00,2903,house
51,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,11/16/2007 0:00,2615,house
52,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,11/17/2007 0:00,2902,house
53,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,11/17/2007 0:00,2603,house
54,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,11/17/2007 0:00,2603,house
55,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,11/20/2007 0:00,2615,house
56,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,11/22/2007 0:00,2902,house
57,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,11/23/2007 0:00,2904,house
58,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,11/24/2007 0:00,2905,house
59,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,11/24/2007 0:00,2605,house
60,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,11/30/2007 0:00,2602,house
61,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,12/1/2007 0:00,2615,house
62,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,12/3/2007 0:00,2905,house
63,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,12/4/2007 0:00,2906,house
64,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,12/5/2007 0:00,2600,house
65,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,12/7/2007 0:00,2902,house
66,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,12/8/2007 0:00,2602,house
67,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,12/8/2007 0:00,2906,house
68,CA,533,1589,0.3354310887350535,176.379,3.0219017003157975,3,2.5,5.5,12/12/2007 0:00,2605,house
69,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,2/7/2007 0:00,2607,house
70,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,2/27/2007 0:00,2906,house
71,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,3/9/2007 0:00,2905,house
72,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,4/4/2007 0:00,2905,house
73,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,4/24/2007 0:00,2607,house
74,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,5/24/2007 0:00,2902,house
75,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,5/25/2007 0:00,2906,house
76,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,6/26/2007 0:00,2902,house
77,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,6/27/2007 0:00,2906,house
78,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,6/27/2007 0:00,2612,house
79,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,6/28/2007 0:00,2904,house
80,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,6/30/2007 0:00,2615,house
81,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,7/2/2007 0:00,2914,house
82,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,7/3/2007 0:00,2906,house
83,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,7/8/2007 0:00,2600,house
84,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,7/12/2007 0:00,2602,house
85,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,7/18/2007 0:00,2602,house
86,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,7/20/2007 0:00,2605,house
87,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,7/20/2007 0:00,2904,house
88,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,7/21/2007 0:00,2603,house
89,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,7/30/2007 0:00,2611,house
90,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,7/31/2007 0:00,2605,house
91,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,7/31/2007 0:00,2903,house
92,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,8/3/2007 0:00,2905,house
93,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,8/3/2007 0:00,2607,house
94,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,8/7/2007 0:00,2904,house
95,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,8/10/2007 0:00,2602,house
96,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,8/10/2007 0:00,2602,house
97,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,8/11/2007 0:00,2602,house
98,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,8/14/2007 0:00,2617,house
99,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,8/24/2007 0:00,2904,house
100,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,8/28/2007 0:00,2906,house
101,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,8/28/2007 0:00,2902,house
102,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,8/30/2007 0:00,2905,house
103,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,8/31/2007 0:00,2611,house
104,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,9/6/2007 0:00,2611,house
105,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,9/11/2007 0:00,2904,house
106,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,9/18/2007 0:00,2602,house
107,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,9/20/2007 0:00,2604,house
108,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,9/21/2007 0:00,2603,house
109,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,9/22/2007 0:00,2607,house
110,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,10/2/2007 0:00,2611,house
111,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,10/12/2007 0:00,2905,house
112,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,10/12/2007 0:00,2614,house
113,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,10/15/2007 0:00,2615,house
114,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,10/19/2007 0:00,2905,house
115,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,10/24/2007 0:00,2602,house
116,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,11/5/2007 0:00,2611,house
117,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,11/7/2007 0:00,2615,house
118,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,11/8/2007 0:00,2905,house
119,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,11/12/2007 0:00,2903,house
120,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,11/16/2007 0:00,2615,house
121,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,11/17/2007 0:00,2902,house
122,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,11/17/2007 0:00,2603,house
123,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,11/17/2007 0:00,2603,house
124,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,11/20/2007 0:00,2615,house
125,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,11/22/2007 0:00,2902,house
126,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,11/23/2007 0:00,2904,house
127,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,11/24/2007 0:00,2905,house
128,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,11/24/2007 0:00,2605,house
129,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,11/30/2007 0:00,2602,house
130,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,12/1/2007 0:00,2615,house
131,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,12/3/2007 0:00,2905,house
132,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,12/4/2007 0:00,2906,house
133,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,12/5/2007 0:00,2600,house
134,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,12/7/2007 0:00,2902,house
135,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,12/8/2007 0:00,2602,house
136,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,12/8/2007 0:00,2906,house
137,CA,610,2008,0.30378486055776893,222.888,2.736800545565486,3,2.0,5.0,12/12/2007 0:00,2605,house
138,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,2/7/2007 0:00,2607,house
139,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,2/27/2007 0:00,2906,house
140,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,3/9/2007 0:00,2905,house
141,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,4/4/2007 0:00,2905,house
142,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,4/24/2007 0:00,2607,house
143,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,5/24/2007 0:00,2902,house
144,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,5/25/2007 0:00,2906,house
145,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,6/26/2007 0:00,2902,house
146,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,6/27/2007 0:00,2906,house
147,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,6/27/2007 0:00,2612,house
148,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,6/28/2007 0:00,2904,house
149,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,6/30/2007 0:00,2615,house
150,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,7/2/2007 0:00,2914,house
151,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,7/3/2007 0:00,2906,house
152,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,7/8/2007 0:00,2600,house
153,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,7/12/2007 0:00,2602,house
154,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,7/18/2007 0:00,2602,house
155,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,7/20/2007 0:00,2605,house
156,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,7/20/2007 0:00,2904,house
157,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,7/21/2007 0:00,2603,house
158,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,7/30/2007 0:00,2611,house
159,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,7/31/2007 0:00,2605,house
160,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,7/31/2007 0:00,2903,house
161,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,8/3/2007 0:00,2905,house
162,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,8/3/2007 0:00,2607,house
163,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,8/7/2007 0:00,2904,house
164,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,8/10/2007 0:00,2602,house
165,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,8/10/2007 0:00,2602,house
166,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,8/11/2007 0:00,2602,house
167,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,8/14/2007 0:00,2617,house
168,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,8/24/2007 0:00,2904,house
169,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,8/28/2007 0:00,2906,house
170,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,8/28/2007 0:00,2902,house
171,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,8/30/2007 0:00,2905,house
172,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,8/31/2007 0:00,2611,house
173,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,9/6/2007 0:00,2611,house
174,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,9/11/2007 0:00,2904,house
175,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,9/18/2007 0:00,2602,house
176,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,9/20/2007 0:00,2604,house
177,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,9/21/2007 0:00,2603,house
178,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,9/22/2007 0:00,2607,house
179,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,10/2/2007 0:00,2611,house
180,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,10/12/2007 0:00,2905,house
181,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,10/12/2007 0:00,2614,house
182,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,10/15/2007 0:00,2615,house
183,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,10/19/2007 0:00,2905,house
184,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,10/24/2007 0:00,2602,house
185,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,11/5/2007 0:00,2611,house
186,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,11/7/2007 0:00,2615,house
187,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,11/8/2007 0:00,2905,house
188,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,11/12/2007 0:00,2903,house
189,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,11/16/2007 0:00,2615,house
190,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,11/17/2007 0:00,2902,house
191,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,11/17/2007 0:00,2603,house
192,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,11/17/2007 0:00,2603,house
193,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,11/20/2007 0:00,2615,house
194,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,11/22/2007 0:00,2902,house
195,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,11/23/2007 0:00,2904,house
196,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,11/24/2007 0:00,2905,house
197,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,11/24/2007 0:00,2605,house
198,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,11/30/2007 0:00,2602,house
199,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,12/1/2007 0:00,2615,house
200,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,12/3/2007 0:00,2905,house
201,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,12/4/2007 0:00,2906,house
202,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,12/5/2007 0:00,2600,house
203,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,12/7/2007 0:00,2902,house
204,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,12/8/2007 0:00,2602,house
205,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,12/8/2007 0:00,2906,house
206,CA,929,1868,0.49732334047109206,207.348,4.480390454694523,3,3.0,6.0,12/12/2007 0:00,2605,house
207,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,2/7/2007 0:00,2607,house
208,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,2/27/2007 0:00,2906,house
209,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,3/9/2007 0:00,2905,house
210,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,4/4/2007 0:00,2905,house
211,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,4/24/2007 0:00,2607,house
212,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,5/24/2007 0:00,2902,house
213,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,5/25/2007 0:00,2906,house
214,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,6/26/2007 0:00,2902,house
215,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,6/27/2007 0:00,2906,house
216,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,6/27/2007 0:00,2612,house
217,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,6/28/2007 0:00,2904,house
218,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,6/30/2007 0:00,2615,house
219,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,7/2/2007 0:00,2914,house
220,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,7/3/2007 0:00,2906,house
221,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,7/8/2007 0:00,2600,house
222,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,7/12/2007 0:00,2602,house
223,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,7/18/2007 0:00,2602,house
224,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,7/20/2007 0:00,2605,house
225,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,7/20/2007 0:00,2904,house
226,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,7/21/2007 0:00,2603,house
227,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,7/30/2007 0:00,2611,house
228,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,7/31/2007 0:00,2605,house
229,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,7/31/2007 0:00,2903,house
230,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,8/3/2007 0:00,2905,house
231,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,8/3/2007 0:00,2607,house
232,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,8/7/2007 0:00,2904,house
233,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,8/10/2007 0:00,2602,house
234,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,8/10/2007 0:00,2602,house
235,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,8/11/2007 0:00,2602,house
236,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,8/14/2007 0:00,2617,house
237,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,8/24/2007 0:00,2904,house
238,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,8/28/2007 0:00,2906,house
239,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,8/28/2007 0:00,2902,house
240,CA,268,2131,0.12576255279211637,236.541,1.1329959711001476,3,2.0,5.0,8/30/2007 0:00,2905,house
